Review,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
"['Thôi xong \uf602 Sau khi phát_hiện được một chỗ chuyên món Hàn mà giá rẻ như hạt_dẻ như_vầy thì mình quyết cmn định là sẽ ghé đây thường_xuyên .', 'Qua đây nhớ ăn_theo set , rẻ mà ngon lắm ớ .', 'Nằm ngay trung_tâm nữa , thích quá']",0,0,0,0,0,1,0,1,1,0,1,0
['Thơm : ) ) )'],0,0,0,0,0,1,0,0,0,0,0,0
"['THƠM CAY , RẤT NGON ĐỂ CHẤM TRÁI_CÂY , RAU CỦ QUẢƯỚP CÁ , THỊT NƯỚNG CŨNG NGON BÁ CHÁY']",0,0,0,0,0,1,0,0,0,0,0,0
"['thơm ngon đến miếng cuối_cùng . ngan chắc , đậm thịt , nước dùng ngọt đậm vị thịt . nhìn cái tủ chật_cứng mười mấy con ngan to_đùng với nồi nước dùng đầy xương đã thấy ngọt rồi ý . ăn bún , miến hay cổ cánh , ngan chặt đều có măng tiết , giá_trần đi kèm . chung_quy là ngon không cưỡng nổi , tiếc là quán chỉ bán từ 5h chiều đến tối nên buổi trưa k được thưởng_thức , nghĩ_lại thèm , chẹp chẹp']",0,0,0,0,0,1,1,0,0,2,0,0
"['Thứ 4 mua 1 tặng 1 áp_dụng cho 2 miếng gà có xương hoặc 3 miếng gà có xương .', 'Minh chọn 2 gà cay và 2 gà phô_mai .', 'Gà phô_mai có sốt phô_mai khá ngon .', 'Cà cay thì cay quá @ @ .', 'Mua gà phô_mai thì +6 k miếng .', 'Order chờ khoảng 3 phút là có gà mang về rồi \uf44d']",0,0,0,0,0,1,0,0,0,0,1,1
"['Thức_ăn dở .', 'Bò lúc mang ra là đã nguội , thịt dai nhai như nhai giẻ rách .', 'Dĩa rau được lèo_tèo vài cọng .', 'Khoai_tây chiên thì nhão nhẹt ăn thấy ghê .', 'Phục_vụ thì rất bê_bối .', 'Phải kêu réo nhắc_nhở mấy lần mới chịu lò_mò mang đồ_ăn ra .', 'Hai cái ly uống nước cho được vài cục đá mà_còn tính thêm tiền nữa chứ .', 'Tính tiền đá hay tiền cho "" mượn "" ly vậy : | .', 'Lạ là tại_sao quán dở tệ ( thức_ăn dở phục_vụ tệ ) mà sao vẫn đông khách nhỉ : v']",0,2,0,2,0,2,2,0,3,0,0,2
"['Thức_ăn ngon , giá_cả ok , ko gian thoáng mát và phục_vụ dễ_thương .', 'Mặc_dù khách đông nhưng thức_ăn phục_vụ nhanh .', 'Mê món chả_giò NS lắm !', 'Mình thích lắm .', 'Sẽ là tiếp_tục quay lại .']",1,0,0,0,0,1,0,0,1,0,1,1
"['Thực_đơn chỉ gồm 4món ( mề_gà , vú heo , bạch_tuộc và ba_rọi ) nhưng khách muốn ăn nướng khác có quyền yêu_cầu order trước 1ngày , bắp và đậu_bắp là món để ăn kèm .', 'Ưu_điểm : được nướng theo gram , các món nướng được chấm kèo chao và muối_tiêu xanh , phục_vụ tận_tình và chu_đáo , giá 100gr dao_động từ ( 18 đến 25 ) .', 'Trung_bình 200 k / 2 người là no căng']",0,0,0,0,0,0,1,0,0,0,3,1
"['Thực_đơn đa_dạng , món ăn nào cũng ngon .', 'Mỗi ngừoi có một niêu cơm riêng , nấu niêu đất nên hạt cơm ăn dẻo , thơm hơn hẳn so với nấu nồi điện .', 'Quán ăn nho_nhỏ , tạo cảm_giác ấm_cúng .', 'Thích_hợp cho ăn_uống gia_đình .', 'Giá_cả cũng bình_dân , đồ_ăn chất_lượng .', 'Món ăn tầm 30k trở lên']",1,0,0,0,0,1,1,0,1,0,1,0
['Thực_đơn đa dạngMình tự chọn món r đem ra thanh_toán Quán không_gian rộng.đông khách cực kìNhưng phục_vụ kh tốt lắmĐồ ăn cũng ngonNhưng mà vệ_sinh kh ok lắm \uf644'],3,0,0,0,0,1,1,0,1,0,0,3
['Thực_đơn : 1 con ếch - 35k ( 1 người ăn ) 2 con ếch - 70k ( 1/2 người ăn ) 3 con ếch - 105k ( 2 người ăn ) Chọn gia_vị cay hoặc là không cayGiá bao_gồm một chén cháo và trà đá .'],0,0,0,0,0,0,0,0,0,0,3,0
"['Thuyền cá sống 7 loại : cá_hồi , cá_ngừ , cá_trích ép trứng , bạch_tuộc , cá trắng , trứng tôm , trứng_cá hồi .', 'Lát cá cắt rất dày , thịt cá tươi ngon còn nguyên độ đàn_hồi .', 'Lâu_lâu tự thưởng 1 thuyền này , thấy đáng tiền ghê : x']",0,0,0,0,1,1,1,0,0,0,0,0
"['Tiệm bánh nhỏ_xíu nằm khép_nép bên vỉa_hè nên hơi khó thấy 1 chút .', 'Đến đây đc 2 lần r mà lần nào cũg kiu báh vị này , giòn nhẹ , béo vị phô_mai , ăn rất thjk ^ ^ Bonus thêm là c làm bánh cực_kì dth * và hiếu_khách : # 3']",0,0,0,0,0,1,0,3,0,0,0,1
"['Tiệm hơi bé , mình đến ăn tầm chiều còn vắng xíu , nhưng rất sạch_sẽ và thoáng lắm nhe : )']",3,0,0,0,0,0,0,0,0,0,0,0
"['Tiếp_tục món ở Sợi 34 Nam_Quốc_Cang nha .', 'Lần này ăn miến xào , giá hình_như là 79k or 89k .', 'Miến dai dai , tôm thì 4-5 con to , có cả thanh cua , trứng .', 'Ăn rất vừa_miệng luôn .', 'Dĩa này mà 50k thì ngày nào mình cũng ăn haha .', '# food # foodholic # foodpicture # yummy # delicious # deliciousfood # restaurant # dinner # instafood # instaholic # colorful # saigon # saigonfood # hochiminhcity # vietnam # vietnamfood']",0,0,0,0,3,1,1,0,0,0,0,0
"['TIÊU LỐT NGÂM CHUA_NGỌT CAY THƠM , THÍCH_HỢP ĂN VỚI THỊT CÁ , HOẶC TRỘN SALAD , KHO CÁ , THỊTXÀO BÒ ...']",0,0,0,0,0,1,0,0,0,0,0,0
"['Tìm địa_chỉ mún phè râu ... 143A Thống_Nhất , từ Ng_Văn_Lượng rẽ phải hướng Lê_Đức_Thọ , khoảng 300m , qua đèn_xanh đèn_đỏ ... bên tay trá i@tuongan']",0,0,0,0,0,0,0,2,0,0,0,0
"['Tính ra 99k ăn no bụng vầy rẻ quóoooo .', 'Mà lấy rùi phải ăn hết .', 'Hông là đem ra tính tiền_đồ thừa đó = ) ) ) Tự nướng thấy cũng vui = ) ) ) Nhân_viên kêu cái là nhiệt_tình luônnnn']",0,0,0,0,0,0,1,0,0,0,1,1
"['Tính ra thì mình ăn_ở đây cũng được 4 năm nay rồi , từ cái thời sinh_viên ăn một dĩa chỉ 18k ngập mặt .', 'Hồi đó thì quán lụp_xụp ngay gần Visan , giờ thì khang_trang hơn xưa rồi .', 'Dĩa này là dĩa thập_cẩm không lấy tôm khô , bao_gồm chả cá , trứng , ốp la , lạp_xưởng , chả_lụa và ... cơm_chiên ( hiển_nhiên ) , ăn bao đã và giá là 32k .', 'Nếu kinh_tế một xíu thì kêu thêm dĩa cơm thêm rồi share ra cho 2 đứa ăn đồ_ăn thì bao rẻ .', 'Canh súp 5k có thịt băm và củ các loại , hơi mặn nhưng ăn xong uống trà_đá ( 2 k ) thì nó vừa_miệng .', 'Phục_vụ khá nhanh và dzui dzẻ .', 'Nhân_viên giữ xe dắt tận nơi luôn .', 'Quán bán đến 24h lận , thành_ra ai bay đêm thì ghé ăn cũng được nà .']",1,3,0,0,3,1,1,0,1,0,0,1
"['Tinh_tuý của nồi nước dùng phở Phú_Vương rõ_ràng là gốc Bắc , nhưng có một sự uyển_chuyển nhẹ khi nồi nước dùng sực_nức mùi gừng , mùi hồi và quế ấy có thêm môt chút đường cho hợp vị với người Nam .', 'Bò viên ở đây rất ngon , dai , giòn mà không có cảm_giác "" bột "" .', 'Sợi phở dai , ngon to hơn cộng hủ_tiếu một_tẹo .', 'Gía cả hợp_lý .', 'Xứng_đáng hương_vị phở gia_truyền .']",0,0,0,0,0,1,1,0,1,0,1,0
"['Tiramisu quá nhạt và không có nhiều bánh , căn_bản toàn kem .', 'Ice cream sandwich ăn được hơn nhưng phần bánh hơi khô và cứng .', 'So với 65k miếng tiramisu thì đây là cái giá quá đắt đối_với chất_lượng .', 'Chưa kể cốc trà nhài những 50k .', 'Chỗ này được đánh_giá quá cao .', '\uf623']",0,2,0,0,2,3,0,0,3,0,0,0
"['Tô bánh_canh to_đùng ăn bao no .', 'Nước_lèo dậm đà , cua tôm nhiều , phục_vụ nhanh lẹ , quán sạnh sẽ có không_gian trong nhà lẫn vỉa_hè .', 'Kế bên có quán bánh flan khá hot , người ăn bu đông_nghẹt , lần sau sẽ ghé ăn tiếp .']",1,0,0,0,0,1,1,0,1,0,0,1
"['Tô bánh_canh tôm cua 38 k , nước dùng vẫn như lần trước , quá_sức mặn hà .', 'Nước_chấm cũng mặn luôn nữa .', 'Mỗi thứ mặn một kiểu .', 'Nói_chung ăn xong khát nước dã_man luôn .', 'Nếu gọi tô đầy_đủ có luôn xương và chả các thứ là 48k í .', 'Hôm_nay trong nhà còn bàn trống nên vào đây ngồi : thích hơn , sạch_sẽ hơn , sáng_sủa hơn .', 'Quán có nhà_vệ_sinh ở phía dưới sau trong nhà nữa í .']",1,0,0,0,3,3,0,0,0,0,0,0
"['Tô bình_thường .', 'Hôm_nay 2 ng ăn gồm 2 bánh_canh ghẹ thường +1 bánh cháo quẩy +2 nước trà đá +2 khăn .. tổng hết 124k \uf602\uf603\uf602\uf602 ăn no + chất_lượng nên so về độ đảm_bảo và độ chất_lượng thì giá đã khá ổn .', 'Thấy quán đông kinh_hồn \uf631\uf631\uf631']",0,0,0,0,0,1,0,0,1,0,1,0
"['Tô bún_bò vừa_vặn với bún và thịt vừa đủ ăn .', 'Thịt nạm cũng mềm , có chả .', 'Tuy không ngon bằng bún_bò Sông Hương hôm trước Bun đã review nhưng ở đây được cái có cái menu có tới mấy chục món từ bún_bò , bánh_canh , các món bánh_bèo , bánh_nậm bánh_cuốn , bún hến , miến cua xào hoặc nước , bánh_canh cua , bánh_canh bột gạo , ....', 'Bun coa ăn thử bún_bò và bánh_canh bột gạo cá_lóc .', '- Bún_bò cũng khá là ngon vauwf ăn .', 'Có_thể ăn kèm rau tươi sạch_sẽ nhìn ngon_mắt lắm - Bánh_canh bột gạo cá_lóc .', 'Sợi bột gạo nhỏ nhỏ giống bánh_canh chả cá , nước sánh sánh ngọt thanhNhìn tô bún hến của chị kế bên mà ngập mặt , bạn bun ăn bún mọc huế cũng có khen ngonTất cả các món đều đầy vun mà giá tầm 35-40 k']",0,0,0,0,1,1,1,0,0,0,0,0
"['Tô bún có 1 con tôm bạc to , có heo quay , cá_lóc , mực ... có nhiều loại rau và dĩa nhiều rau']",0,0,0,0,0,0,1,0,0,0,0,0
"['Tô bún mắm ở đây khá chất_lượng nhé .', 'Mực , tôm , chả cá , cá hấp , chả cá hấp bọc ớt , số_lượng đều nhiều hơn ở các quán bún mắm khác .', 'Tuy_nhiên bún thì hơi ít , mình gọi hẳn tô đặc_biệt , nhưng_mà vẫn cảm_thấy ít bún .', 'Nước dùng rất là đậm_đà luôn nhé , cảm_nhận được rõ_rệt mùi_vị bún mắm .', 'Do quán đắt khách , thức_ăn bán hết hàng ngày , nên đồ rất là tươi , chấm với nước_mắm me nữa là đúng điệu luôn .', 'Có 1 điểm mình không thích lắm , đó là quán có bán thêm thạch rau_câu ăn tráng_miệng , nhưng toàn đem ra chung với khăn lạnh , nhưng không nói rõ là ăn sẽ tính tiền ... nhiều người sẽ lầm tưởng là ... miễn_phí .']",0,0,0,0,0,1,3,0,0,2,3,0
"['Tô bún to bự chảng , toàn thịt bắp bò , phần thịt mình thích nhất , sợi bún to nhai rất sướng , nước dùng ngọt thanh . 45 k / tô , tính ra rẻ ghê luôn : >']",0,0,0,0,1,1,1,0,0,0,0,0
"['Tô cháo mực ăn khá ngon có cả huyết heo kèm theo mấy sợi gừng nữa nên thơm lắm .', 'Quán còn nhiều món khác cũng hấp_dẫn nhưng vẫn thích nhất món cháo mực , khách đông nhưng phục_vụ vẫn ok lắm .', 'Giá rẻ 12 k / tô .']",0,0,0,0,1,1,1,0,0,0,0,1
"['tô chất_lượng cho bữa sáng no_nê , mình chỉ ăn bún mì khô thoai , sợi bún gạo dai và ngon miếng thịt , gan và thịt bằm , trộn với tóp_mỡ giòn rất ngon , mì vàng thì sợi to và ăn hơi bị bột .', 'Ăn bún mì với bánh_tôm chiên siêu giòn 3k , ngon cực_kì luôn , lần nào minh cũng mua thêm 2 3 cái chấm nước_lèo ăn cho đã ghiền .']",0,0,0,0,3,1,1,0,0,0,0,0
"['Tô đặc_biệt gồm sườn , gà , tôm , chả tôm , chả cua .', 'Nước dùng đậm_đà , lần nào mình ăn cũng húp hết nước \uf60d\uf60d\uf60d']",0,0,0,0,0,1,0,0,0,0,0,0
"['Tộ ếch kho thì ngon , nhưng cháo hơi nguội .', 'Hôm đó trời mưa , đội mưa đi ăn mà gặp cháo nguội nên hơi bị tụt mood !', ': (']",0,0,0,0,0,3,0,0,0,0,0,0
"['To khủng_khiếp ôi mẹ ôiii \uf606\uf61d\uf62e\uf62eỐc giòn , nước_chấm ngon , ăn mệt_nghỉ luôn .']",0,0,0,0,0,1,1,0,0,0,0,0
"['Tô mì nhìn hoành_tráng quá_trời quá đất luôn nhé , ngon_mắt nhưng cũng không kém phần ngon_miệng , nước dùng vừa_ý lắm.Quán thoáng , nhìn sạch_sẽ , nhân_viên thì nhiệt_tình và chu_đáo với khách , nói_chung là rất hài_lòng về tiệm.Một tô giá 35k , trung_bình 2 bạn đi ăn thiệt_hại tầm 90k là đủ rồi.Credit : @ Hai Phan']",1,0,0,0,3,1,1,0,1,0,0,1
"['Tô mì thập_cẩm có khá nhiều thứ như sườn heo , gà , tôm , chả cá , ..', 'Nước mì hơi cay và đậm_đà kiểu miền Trung .', 'Mỗi tô mì có kèm theo rau và bánh_đa nướng .', 'Khi ăn thì nên trộn đều lên với rau và bẻ nhỏ bánh_đa cho vào ăn chung .', 'Ăn xong 1 tô là mình no luôn .', 'Quán có khá nhiều loại mì như mì thập_cẩm ( nên thử , 45 k / tô ) , mì đặc_biệt ( khá giống thập_cẩm , 54 k / tô ) , mì sườn heo , mì gà , mì hải_sản , ...', 'Trên thực_đơn còn có các món cua nhưng mình chưa thử .']",0,0,0,0,3,1,1,0,0,0,0,0
"['Tô này cay cấp 3 á nha .', 'Cay kinh_dị luôn nha nha .', 'Húp ké thôi mà chịu ko nổi nha nên Pu chỉ ăn cấp 1 thôi nha .', 'Cọng mì dai , nước mì chua_chua cay cay vừa ăn vừa hít_hà nè .']",0,0,0,0,0,1,0,0,0,0,0,0
"['Tô này của mình 19k nè tin ko : ) ) ) .', 'Cứ tưởng rẻ sẽ lèo bèo lắm , ai dè bưng ra ko nghĩ 19k : ) ) ) .', 'Về review luôn cho nóng , cái mình múc lên là cái ngon nhất đó , chả cua : ) ) ) , ngon quá nên kết_quả mình gọi thêm ăn ko nữa , 10k 4 cục , ko mắc :', '3 . Nước_lèo khá là thơm , dễ ăn , có nước_mắm ớt của quán thêm vào nữa là \uf44d\uf44d .', 'Tô của mình còn có 2 miếng thịt heo , 1 miếng chả đòn , 1 miếng huyết , 1 trứng cút và 1 chả cua .', 'Quá xịn \uf44d\uf44d\uf44d .', 'Hèn_chi quán đông quá_trời , hết lẹ nữa .', '* sẽ cố_gắng siêng rv thêm nhìu quán ngon rẻ cho bà_con * .']",0,0,0,0,1,1,1,0,1,0,0,0
"['Tô này là lưỡi dê nha , nếu không yêu_cầu thì quán sẽ "" mix "" các loại với nhau , còn này có nhu_cầu gọi lưỡi riêng thì chủ quán sẽ làm 1 tô lưỡi luôn']",0,0,0,0,0,0,1,0,0,0,0,0
"['Tô phở ở đây có ưu_điểm là cho rất nhiều thịt , nước phở cũng có mùi thơm đặc_trưng của thịt bò .', 'Tuy_nhiên sợi phở hơi to và dày , có cảm_giác là sợi phở chưa được trần qua .', 'Rau giá ở đây sạch_sẽ .', 'Có nước tắc uống ngon .', 'Quán rộng và đồ_ăn phục_vụ nhanh.nguồn hình : 黃飛鳴']",1,0,1,0,0,1,3,0,0,0,0,1
"['Tô phở to dã_man , nhìn như 1 thau phở vậy .', 'Bánh_phở nhiều , thịt thì bao_la bát_ngát ăn hoài không hết mà miếng nào miếng nấy to_đùng .', 'Nước dùng thơm mùi xương hầm , ăn xong không bị say bột_ngọt .', 'Quán thiên về kiểu phở Bắc nên không cho giá trụng vào , phải kêu riêng nha .', 'Điểm duy_nhất mình không ưng là bánh_phở cọng hơi nhỏ , mình thích phở cọng to xíu .', '# lozi # lozisg # lozisaigon # oursaigon # phở # phở-bò']",0,0,0,0,0,1,3,0,0,0,0,0
"['Tô rất bự , gồm 2 miếng chả cá_chiên , 1 miếng mực , 1 con tôm , 1 miếng thịt quay da còn dòn tan khá bự , 1 lát cá trầu và cuối_cùng mình thấy khá lạ là 1 trái ớt có chả chiên bên trong .', 'Ăn 1 tô ở đây chắc sẽ không_thể ăn thêm được thứ gì nữa đâu .', 'Nước_chấm kèm dạng như nước me thì_phải , chua_chua , ngọt ngọt , sệt sệt khá hấp_dẫn và lạ_miệng .', 'Nước dùng đậm_đà và hơi ngọt ( mình hảo ngọt nên thấy bình_thường ) .', 'Chả chiên ở quán không dòn do phần thấm nước dùng , phần để lâu nên vậy .', 'Mình thích nhất heo quay của quán , da dòn , đỏ thẫm , phần thịt trắng có đường viền mỡ ít nên ăn ít ngán .', 'Miếng thịt được cắt bự nhìn rất đã mắt .']",0,0,0,0,0,1,1,0,0,0,0,0
"['Tớ thề là bún_bò Huế ở đây ngon ko thể chịu nổi ý .', 'Bát bún đầy_đặn có đủ thịt bò , móng_giò , mọc , giò tai , tiết luộc mà có 30k .', 'Vị ngon_ngọt xương chứ k phải ngọt lợ như mấy hàng bún khác .', 'Lúc ngồi ăn để_ý thấy mấy anh nv đang ngồi xay thịt làm mọc = máy xay thịt điện nhỏ nhỏ giống gia_đình mình dùng ý \uf602\uf602\uf602 Nói_chung ngon lắm ạ ^ ^ Chị chủ còn hiền hiền nữa .', 'Các bạn Long_Biên nên thử 1 lần nhé : )']",0,0,0,0,1,1,1,0,1,0,0,1
"['Toạ_lạc trong con đường "" ẩm_thực Phan_Rang "" trên đường Hoàng_Sa ( đoạn hướng từ Q. Tân_Bình về Q. 3 ) , Hiền II vẫn có một sức hút nhất_định đối_với thực_khách yêu thích món bánh_nướng .']",0,0,0,0,0,1,0,1,1,0,0,0
"['Toàn_bộ những món có trong thực_đơn của quán , mỗi tô cháo 1 vị ngon khác nhau nên mn có nhiều sự lựa_chọn cho bản_thân .', 'Quán ngồi thoáng mát , cũng nhiều bàn mà cũng dễ tìm nữa tại ngay ngoài mặt_tiền kế bên MIB : 3 nhân_viên làm nhanh , chủ quán trẻ vui_tính thoải_mái , bếp có_thể làm theo sở_thích mỗi khách_hàng .', 'Giá trung_bình 150k cho 2 người nhé']",1,0,0,0,0,1,1,1,0,0,3,1
"['Toàn các món đơn_giản nhưng_mà rất là thiết_thực .', 'Mình thích uống nhứt ở đây là Soda_Ý đó .', 'Trà vải cũng okay .', 'Các loại trà trái_cây chỗ này mình thấy uống được hơn , do 1 ly 20k nhưng có đủ topping vải , trái_cây nữa : 3 Thấy nhiều và rẻ nè .']",0,1,1,1,0,0,0,0,0,0,0,0
['Tối 2 mẹ_con mình đi ăn vì phố nhiều quán quá nên tấp vào ăn thử : ) ) ) mình đó giờ chưa biết sủi cảo là gì \uf61d lúc gọi xong đợi đồ_ăn ra cũng hơi lâu một_tẹo \uf623 lúc ra rồi nhìn hấp_dẫn lắm kìa ❤️❤️ sủi cảo ngon nhắmmmm có con tôm ở trong : ) ) ) bạn cũng có_thể kêu 1 tô sủi cảo không ăn cũng đc á \uf618 bạn đi xe tới sẽ có người nhiệt_tình dắt xe ra_vào cho bạn luôn nhe \uf60e\uf60e'],0,0,0,0,0,1,1,0,0,0,0,1
"['Tới đây đừng quên làm mấy cây mề nha : ( ( ( Ngon lắm lun do > "" < Chấm cái_nước sốt chim_cút nữa bá cháy lun ba_má ơi \uf62c\uf62c\uf62c\uf62c 1 mình tui chơi 4 cái mới đủ , ai ăn thì tự gọi = ) ) ) ) Dĩ_nhiên đừng quên làm vài em cút và 1 dĩa xoài ngâm kich thích vô_cùng nhoa \uf618\uf618\uf618']",0,0,0,0,0,1,0,0,0,0,0,0
"['Tới đây là phải gọi món vịt nấu chao nha , ngon lắm.Bữa nay mình vẫn gọi món ruột , xong gọi thêm 1 dĩa dồi trường hấp gừng thử xem sao .', 'Do chỉ hấp gừng , nên mùi_vị khá rõ , ăn có vị béo và bùi_.', 'Dồi làm sạch , ăn rất yên tâm.Quán giá ok , bình_dân , 2 người tầm 200k .', 'Mấy món này phải đi đông vì nhiều lắm .']",0,0,0,0,0,1,1,0,0,0,1,0
"['Tới đây thì chỉ nên ăn cơm sườn thoai , sườn có 3 loại là sườn cốt lết , sườn non và sườn nướng muối ớt , loại nào cũng ngon , thịt thăn tươi , ko bị dai , ăn là bik thịt non àh , miếng thịt được cắt sẵn , nhưng thịt nhiều hơn cơm , lần nào ăn cũng kiu cơm thêm hết áh , đi chung dụ_dỗ mỗi đứa 1 món mà bất_thành vì đứa nào cũng ghiền sườn nên thành_ra gọi toàn sườn : v']",0,0,0,0,0,1,1,0,0,0,0,0
"['Tối đi chơi về đói quá thế_là được chị_gái chỉ cho hàng bún ngan này .', 'Quán bán đến tận đêm cơ , gần 10h đêm ra vẫn thấy khách đến nườm nượp.Bún sợi to , mềm nhưng không bị nát .', 'Nước dùng trong ngọt , chua thanh .', 'Cho thêm tý mắm thần_thánh vào siêu ngon luôn .', 'Măng tươi giòn_rụm , tiết ăn xốp xốp .', 'Thịt ngan mềm ngọt , chắc thịt và không bị hôi.Ở đây còn bán cả miến ngan và ngan chặt nữa nhé .', 'Thỉnh_thoảng ra ngồi lai dai đĩa ngan chặt cũng ổn .', 'Vị_trí hơi khó tìm nhưng đi một lần rồi thì sẽ biết đường .', 'Giá_cả quá ổn , 25 k / bát to ú_ụ ăn no căng.Đây sẽ là quán ăn đêm ruột của mình .']",0,0,0,0,1,1,1,3,1,0,0,0
"['Tối làm 1 tô thế_này đảm_bảo ngủ ngon nha bà con.Ở đây có cái mực tro bao_dai , ăn nhai mỏi miệng luôn .', 'Thích nhất là ăn da heo , cá viên .', 'Sủi cảo ngon , bên trong con tôm ta chà bá .', 'Nước dùng rất ok , có thêm cải xanh nữa , mình hay xin thêm . 2 người no_nê hết 100k nhé .@Tu ấn Trịnh']",0,0,0,0,0,1,1,0,0,0,3,0
"['Tối nay 7:00 giờ , dù có đang phủ_phê hay mưa_gió ủ_ê cũng phải cùng "" Gấu "" đến tầng thượng Otoké_Chicken , thưởng_thức âm_nhạc & "" get chill "" thật cool ngầu bên dàn siêu_mẫu "" Đùi gà phủ sốt "" , bia craft "" mời_gọi "" & các món ăn kèm "" quyến_rũ "" .']",1,0,1,0,0,1,0,0,0,0,0,0
"['Tối_qua đói bụng về đi ngnag Nguyễn_Kiệm thấy quán bánh_canh ghẹ khá là đông , vì đi làm về mệt nên quyết_định mua về nhà_ăn cho sướng .', 'Lúc về đổ ra tô mới thấy khá nhiều .', 'Mình mua là ghẹ lớn , con ghẹ to hơn nửa tô lun .', 'Theo mình thì nước_lèo ở đây ngon hơn bên bánh_canh ghẹ cầu Bông nhưng không bằng Muối_Ớt_Xanh , bên này khá đậm_đà không như bên cầu Bông ăn thấy nước lạc èo .', 'Ghẹ tươi và chắc , thịt ngọt ăn ngon , có gạch béo béo nữa .', 'Nói_chung là khá chất_lượng so với giá']",0,0,0,0,1,1,1,0,0,0,0,0
"['Tới quán lúc tầm chiều vừa bước vào là nghe mùi đồ_ăn thơm_phức rồi : 3 mình gọi cơm xèo gà sốt tiêu ăn rất ngon một phần coi vậy chứ ăn ná thở luôn đó : ) ) bạn mình gọi miến xào hải_sản ăn cũng khá ổn .', 'Lúc mới bưng ra trên chảo nóng có tiếng xèo_xèo nghe đã tai lắm : ) ) chỗ này nêm nếm vừa_miệng phần ăn lại nhiều nên chắc mình sẽ còn ghé lại đây lần nữa hehe < # 3']",0,0,0,0,0,1,1,0,1,0,0,0
"['tối sài_gòn mát_dịu ... làm một ly sữa_chua nếp_cẩm thỳ thật là tuyệt .. hạt nếp nhà e vừa được gửi từ hà_nội vào vừa thơm lại vừa dẻo mà ko bị nát khi ăn vào có cái gì đó là_lạ mà ko tả đc nói_tóm_lại là tuyệt lắm lắm luôn á .. bạn có bị kích_thích ko hãy đến ngay bếp bắc 46 nam kì khởi nghĩa-quận 1 nhé !', '... nếu bạn muốn mua nhiều thỳ liên_hệ ngay vào số 0937728354 nhé .. chưa ăn nhớ thử đy .. ko khéo bị ghiền giống mình đấy ..', ': )']",0,0,0,0,0,1,1,3,1,0,0,0
['Tokbokki_Gà_Mật ong phủ Phô_mai Được nêm nếm Tha_Vị từ Miếng gà và được Chiên giòn Rụm nhưng vẫn thấm đều gia_vị đậm_đà Của mật Ong Tokbokki được xào_nấu Cùng Sốt_Tương của Hàn_Khi được kết_hợp lại sẽ được 1 hương Vị đặc_biệt và đậm_đà ko thể_nào chế được : ) Được Phủ 1 lớp phô_mai chảy nên Vị béo sẽ được Tăng thêm hương_vị Giá : 52.000/1 phần Cn 1 : 528 Nguyễn_trãi p8q5 Cn 2 : 290 Phan xích long p2 quận Phú_nhuận Hotline : 0908014528 -0901836290 # quananmaika'],0,0,0,0,3,1,1,3,0,0,0,0
"['tokpokki dẻo dẻo_dai dai , phô mái béo thơm , ... ta nói nó ngon .... giao hàng nhanh_chóng đúng giờ yêu_cầu , nhân_viên thân_thiện']",0,0,0,0,0,1,0,0,0,0,0,1
['Tôm giòn tươi'],0,0,0,0,0,1,0,0,0,0,0,0
"['Tôm nướng than hồng .', 'Tôm tươi nên chắc thịt , ăn kèm muối ớt xanh , ngoài_ra quán còn có nhiều món xiên nướng cho tín_đồ món nướng .', 'Bạn có_thể thử thưởng_thức món trứng non tốp mỡ của quán , đây là quán đầu_tiên bán món trứng non cháy tốp mỡ đình_đám sau đó nhan nhãn xuất_hiện nhiều quán cũng bán món này nhưng khẩu_vị khác .', 'Trứng non ở đây là trứng nóng không phải hàng đông_lạnh ăn vào có vị bùi_và thơm của trứng .', 'Giá_cả phải_chăng và sạch_sẽ .']",1,0,0,0,0,1,1,0,0,0,1,0
"['Tôm tươi , giò luộc vừa tới nên còn độ giòn ngon , có_điều hơi ít cua .', 'Phục_vụ nhanh , tính tiền lẹ \uf60b']",0,0,0,0,0,1,3,0,0,0,0,1
"['Tôm và Cua trong tô rất nhiều .', 'Ai ko thích ăn cay nhớ dặn đừng bỏ tiêu ko hiểu sao mình ghét cái vị cay của tiêu ghê , cay của ớt thì okie .']",0,0,0,0,0,0,1,0,0,0,0,0
"['Topping màu_sắc ghê luôn đó .', 'Lâu rồi không ghé Orisoy ăn , mình cũng hơi bất_ngờ khi biết Orisoy bán hội_chợ nữa đó : # 3']",0,0,0,0,0,0,1,0,1,0,0,0
"['Trà sữa ở đây có món thạch bi nhìn lạ_lạ , bên trong là phô_mai tươi nên rất ngon , mình bị mê cái thạch này á .', 'Trà sữa béo , ngọt , 1 ly khá nhiều nên uống hết là no nha .']",0,0,1,1,0,0,0,0,0,0,0,0
"['Trái_cây to vừa ngon rẻ bổ nữa = ) ) ) ăn vô mát mát , nhiều ngọt chua vị của trái_cây hoà_quyện vào nhau ✌️ ăn 1 tô là hết ăn nổi cái gì luôn : ) ) vì quá no và to']",0,0,0,0,1,1,1,0,0,0,0,0
